SN	NW	WORD	word_len
36	2	McManus	7
36	3	(born	5
36	4	February	8
36	5	5,	2
36	6	1959)	5
36	7	is	2
36	8	a	1
36	9	syndicated	10
36	10	columnist	9
36	11	who	3
36	12	wrote	5
36	13	Ethics	6
36	14	&	1
36	15	Religion.	9
37	1	On	2
37	2	January	7
37	3	28,	3
37	4	2005	4
37	5	it	2
37	6	was	3
37	7	revealed	8
37	8	that	4
37	9	he	2
37	10	accepted	8
37	11	money	5
37	12	from	4
37	13	the	3
37	14	George	6
37	15	W.	2
37	16	Bush	4
37	17	administration	14
37	18	to	2
37	19	promote	7
37	20	their	5
37	21	marriage	8
37	22	initiative	10
37	23	program,	8
37	24	which	5
37	25	he	2
37	26	did	3
37	27	not	3
37	28	disclose	8
37	29	to	2
37	30	his	3
37	31	readers.	8
38	1	Timothy	7
38	2	Bush,	5
38	3	Sr.	3
38	4	(c.	3
38	5	1728	4
38	6	-	1
38	7	c.	2
38	8	1815)	5
38	9	-	1
38	10	soldier.	8
39	1	He	2
39	2	is	2
39	3	assumed	7
39	4	to	2
39	5	be	2
39	6	the	3
39	7	son	3
39	8	of	2
39	9	Richard	7
39	10	Bush	4
39	11	and	3
39	12	Mary	4
39	13	Fairbanks	9
39	14	both	4
39	15	of	2
39	16	Dedham,	7
39	17	Massachusetts.	14
40	1	By	2
40	2	training	8
40	3	he	2
40	4	was	3
40	5	a	1
40	6	blacksmith	10
40	7	but	3
40	8	when	4
40	9	the	3
40	10	American	8
40	11	Revolution	10
40	12	broke	5
40	13	out	3
40	14	militia	7
40	15	Captain	7
40	16	Bush	4
40	17	led	3
40	18	a	1
40	19	company	7
40	20	of	2
40	21	soldiers	8
40	22	for	3
40	23	the	3
40	24	Continental	11
40	25	Army.	5
41	1	The	3
41	2	family	6
41	3	moved	5
41	4	around	6
41	5	1810	4
41	6	to	2
41	7	Springport,	11
41	8	in	2
41	9	Cayuga	6
41	10	County	6
41	11	in	2
41	12	the	3
41	13	Rochester,	10
41	14	New	3
41	15	York	4
41	16	area.	5
42	1	He	2
42	2	died	4
42	3	in	2
42	4	Springport,	11
42	5	New	3
42	6	York	4
42	7	in	2
42	8	1815.	5
43	1	Through	7
43	2	his	3
43	3	son	3
43	4	Timothy	7
43	5	Bush,	5
43	6	Jr.,	4
43	7	who	3
43	8	was	3
43	9	also	4
43	10	a	1
43	11	blacksmith,	11
43	12	descended	9
43	13	two	3
43	14	American	8
43	15	Presidents	10
43	16	-George	7
43	17	H.	2
43	18	W.	2
43	19	Bush	4
43	20	and	3
43	21	George	6
43	22	W.	2
43	23	Bush.	5
44	1	Bush	4
44	2	was	3
44	3	a	1
44	4	soldier	7
44	5	in	2
44	6	the	3
44	7	French	6
44	8	and	3
44	9	Indian	6
44	10	Wars	4
44	11	and	3
44	12	a	1
44	13	Captain	7
44	14	in	2
44	15	the	3
44	16	American	8
44	17	Revolution	10
44	18	and	3
44	19	is	2
44	20	the	3
44	21	great-great-great-great-great	29
44	22	grandfather	11
44	23	of	2
44	24	president	9
44	25	George	6
44	26	W.	2
44	27	Bush.	5
45	1	They	4
45	2	had	3
45	3	five	4
45	4	children	8
45	5	after	5
45	6	which	5
45	7	they	4
45	8	relocated	9
45	9	to	2
45	10	Norwich,	8
45	11	Vermont	7
45	12	where	5
45	13	Bush	4
45	14	was	3
45	15	a	1
45	16	Captain	7
45	17	of	2
45	18	a	1
45	19	militia	7
45	20	company.	8
46	1	Anne	4
46	2	Hutchinson	10
46	3	(July	5
46	4	17,	3
46	5	1591	4
46	6	-	1
46	7	August	6
46	8	20,	3
46	9	1643)	5
46	10	was	3
46	11	the	3
46	12	unauthorized	12
46	13	Puritan	7
46	14	preacher	8
46	15	of	2
46	16	a	1
46	17	dissident	9
46	18	church	6
46	19	discussion	10
46	20	group,	6
46	21	and	3
46	22	pioneer	7
46	23	in	2
46	24	Rhode	5
46	25	Island	6
46	26	and	3
46	27	the	3
46	28	Bronx.	6
47	1	Eventually,	11
47	2	John	4
47	3	Winthrop	8
47	4	decided	7
47	5	to	2
47	6	take	4
47	7	Hutchinson	10
47	8	out	3
47	9	of	2
47	10	power	5
47	11	before	6
47	12	her	3
47	13	influence	9
47	14	became	6
47	15	too	3
47	16	strong	6
47	17	among	5
47	18	the	3
47	19	community's	11
47	20	men.	4
48	1	After	5
48	2	a	1
48	3	two-day	7
48	4	trial	5
48	5	she	3
48	6	was	3
48	7	banished	8
48	8	as	2
48	9	a	1
48	10	heretic	7
48	11	in	2
48	12	1638	4
48	13	and	3
48	14	led	3
48	15	60	2
48	16	followers	9
48	17	to	2
48	18	settle	6
48	19	Aquidneck	9
48	20	Island	6
48	21	in	2
48	22	what	4
48	23	later	5
48	24	became	6
48	25	Rhode	5
48	26	Island.	7
49	1	They	4
49	2	founded	7
49	3	the	3
49	4	town	4
49	5	of	2
49	6	Portsmouth,	11
49	7	Rhode	5
49	8	Island.	7
50	1	At	2
50	2	the	3
50	3	age	3
50	4	of	2
50	5	21,	3
50	6	she	3
50	7	married	7
50	8	William	7
50	9	Hutchinson.	11
51	1	They	4
51	2	were	4
51	3	part	4
51	4	of	2
51	5	the	3
51	6	Puritan	7
51	7	movement,	9
51	8	especially	10
51	9	following	9
51	10	the	3
51	11	teachings	9
51	12	of	2
51	13	John	4
51	14	Cotton.	7
52	1	Three	5
52	2	U.S.	4
52	3	Presidents	10
52	4	(Franklin	9
52	5	D.	2
52	6	Roosevelt	9
52	7	and	3
52	8	both	4
52	9	Bushes	6
52	10	-	1
52	11	George	6
52	12	H.	2
52	13	W.	2
52	14	Bush	4
52	15	and	3
52	16	George	6
52	17	W.	2
52	18	Bush)	5
52	19	are	3
52	20	her	3
52	21	descendants.	12
53	1	Another	7
53	2	descendant,	11
53	3	Eve	3
53	4	LaPlante,	9
53	5	is	2
53	6	the	3
53	7	author	6
53	8	of	2
53	9	the	3
53	10	most	4
53	11	recent	6
53	12	biography	9
53	13	of	2
53	14	Anne	4
53	15	Hutchinson,	11
53	16	American	8
53	17	Jezebel:	8
53	18	The	3
53	19	Uncommon	8
53	20	Life	4
53	21	of	2
53	22	Anne	4
53	23	Hutchinson,	11
53	24	the	3
53	25	Woman	5
53	26	Who	3
53	27	Defied	6
53	28	the	3
53	29	Puritans.	9
54	1	Hutchinson	10
54	2	was	3
54	3	born	4
54	4	Anne	4
54	5	Marbury	7
54	6	on	2
54	7	July	4
54	8	17,	3
54	9	1591	4
54	10	in	2
54	11	Alford,	7
54	12	Lincolnshire,	13
54	13	England.	8
55	1	Hutchinson	10
55	2	emigrated	9
55	3	from	4
55	4	England	7
55	5	to	2
55	6	Massachusetts	13
55	7	in	2
55	8	1634,	5
55	9	in	2
55	10	response	8
55	11	to	2
55	12	the	3
55	13	preacher	8
55	14	John	4
55	15	Cotton's	8
55	16	doing	5
55	17	so.	3
56	1	She	3
56	2	later	5
56	3	moved	5
56	4	yet	3
56	5	further	7
56	6	from	4
56	7	her	3
56	8	Boston-based	12
56	9	persecutors,	12
56	10	to	2
56	11	what	4
56	12	is	2
56	13	now	3
56	14	The	3
56	15	Bronx	5
56	16	in	2
56	17	northern	8
56	18	New	3
56	19	York	4
56	20	City.	5
57	1	Erin	4
57	2	Fleming	7
57	3	(August	7
57	4	13,	3
57	5	1941-	5
57	6	April	5
57	7	15,	3
57	8	2003)	5
57	9	was	3
57	10	a	1
57	11	minor	5
57	12	actress	7
57	13	who	3
57	14	was	3
57	15	best	4
57	16	known	5
57	17	as	2
57	18	the	3
57	19	companion	9
57	20	and	3
57	21	care-giver	10
57	22	to	2
57	23	Groucho	7
57	24	Marx	4
57	25	in	2
57	26	his	3
57	27	final	5
57	28	years.	6
58	1	Fleming	7
58	2	was	3
58	3	born	4
58	4	Marilyn	7
58	5	Fleming	7
58	6	in	2
58	7	Canada.	7
59	1	Sir	3
59	2	Andrew	6
59	3	Fielding	8
59	4	Huxley,	7
59	5	OM,	3
59	6	FRS	3
59	7	(born	5
59	8	22	2
59	9	November	8
59	10	1917,	5
59	11	Hampstead,	10
59	12	London,	7
59	13	England,	8
59	14	UK)	3
59	15	is	2
59	16	a	1
59	17	British	7
59	18	physiologist	12
59	19	and	3
59	20	biophysicist,	13
59	21	who	3
59	22	won	3
59	23	the	3
59	24	1963	4
59	25	Nobel	5
59	26	Prize	5
59	27	in	2
59	28	Physiology	10
59	29	or	2
59	30	Medicine	8
59	31	for	3
59	32	his	3
59	33	work	4
59	34	with	4
59	35	Alan	4
59	36	Lloyd	5
59	37	Hodgkin	7
59	38	on	2
59	39	the	3
59	40	basis	5
59	41	of	2
59	42	nerve	5
59	43	"""action"	7
59	44	"potentials,"""	12
59	45	the	3
59	46	electrical	10
59	47	impulses	8
59	48	that	4
59	49	enable	6
59	50	the	3
59	51	activity	8
59	52	of	2
59	53	an	2
59	54	organism	8
59	55	to	2
59	56	be	2
59	57	coordinated	11
59	58	by	2
59	59	a	1
59	60	central	7
59	61	nervous	7
59	62	system.	7
60	1	Hodgkin	7
60	2	and	3
60	3	Huxley	6
60	4	shared	6
60	5	the	3
60	6	prize	5
60	7	that	4
60	8	year	4
60	9	with	4
60	10	John	4
60	11	Carew	5
60	12	Eccles,	7
60	13	who	3
60	14	was	3
60	15	cited	5
60	16	for	3
60	17	research	8
60	18	on	2
60	19	synapses.	9
61	1	Huxley	6
61	2	was	3
61	3	a	1
61	4	son	3
61	5	of	2
61	6	the	3
61	7	writer	6
61	8	and	3
61	9	editor	6
61	10	Leonard	7
61	11	Huxley	6
61	12	by	2
61	13	his	3
61	14	second	6
61	15	wife	4
61	16	Rosalind	8
61	17	Bruce,	6
61	18	and	3
61	19	hence	5
61	20	half-brother	12
61	21	of	2
61	22	Aldous	6
61	23	Huxley	6
61	24	and	3
61	25	fellow	6
61	26	biologist	9
61	27	Julian	6
61	28	Huxley	6
61	29	and	3
61	30	grandson	8
61	31	of	2
61	32	the	3
61	33	biologist	9
61	34	T.	2
61	35	H.	2
61	36	Huxley.	7
62	1	Albert	6
62	2	Einstein	8
62	3	(March	6
62	4	14,	3
62	5	1879	4
62	6	-	1
62	7	April	5
62	8	18,	3
62	9	1955)	5
62	10	was	3
62	11	a	1
62	12	German-born	11
62	13	Jewish	6
62	14	theoretical	11
62	15	physicist	9
62	16	of	2
62	17	German,	7
62	18	Swiss	5
62	19	and	3
62	20	American	8
62	21	citizenship,	12
62	22	who	3
62	23	is	2
62	24	widely	6
62	25	regarded	8
62	26	as	2
62	27	the	3
62	28	greatest	8
62	29	scientist	9
62	30	of	2
62	31	the	3
62	32	20th	4
62	33	century	7
62	34	or	2
62	35	even	4
62	36	of	2
62	37	all	3
62	38	time,	5
62	39	ranking	7
62	40	alongside	9
62	41	the	3
62	42	luminaries	10
62	43	Newton	6
62	44	and	3
62	45	Gauss.	6
63	1	He	2
63	2	was	3
63	3	awarded	7
63	4	the	3
63	5	1921	4
63	6	Nobel	5
63	7	Prize	5
63	8	for	3
63	9	Physics	7
63	10	for	3
63	11	his	3
63	12	explanation	11
63	13	of	2
63	14	the	3
63	15	photoelectric	13
63	16	effect	6
63	17	in	2
63	18	1905	4
63	19	(his	4
63	20	"""miracle"	8
63	21	"year"")"	6
63	22	and	3
63	23	"""for"	4
63	24	his	3
63	25	services	8
63	26	to	2
63	27	Theoretical	11
63	28	"Physics""."	9
64	1	Einstein	8
64	2	attended	8
64	3	the	3
64	4	Luitpold	8
64	5	Gymnasium	9
64	6	where	5
64	7	he	2
64	8	received	8
64	9	a	1
64	10	relatively	10
64	11	progressive	11
64	12	education.	10
65	1	In	2
65	2	the	3
65	3	spring	6
65	4	of	2
65	5	1896,	5
65	6	the	3
65	7	Serbian	7
65	8	Mileva	6
65	9	Maria	5
65	10	(an	3
65	11	acquaintance	12
65	12	of	2
65	13	Nikola	6
65	14	Tesla)	6
65	15	started	7
65	16	initially	9
65	17	as	2
65	18	a	1
65	19	medical	7
65	20	student	7
65	21	at	2
65	22	the	3
65	23	University	10
65	24	of	2
65	25	Zurich,	7
65	26	but	3
65	27	after	5
65	28	a	1
65	29	term	4
65	30	switched	8
65	31	to	2
65	32	the	3
65	33	same	4
65	34	section	7
65	35	as	2
65	36	Einstein	8
65	37	as	2
65	38	the	3
65	39	only	4
65	40	woman	5
65	41	that	4
65	42	year	4
65	43	to	2
65	44	study	5
65	45	for	3
65	46	the	3
65	47	same	4
