SN	NW	WORD	word_len
25	18	scoutmaster	11
25	19	who	3
25	20	is	2
25	21	a	1
25	22	pedophile,	10
25	23	he	2
25	24	rips	4
25	25	his	3
25	26	shirt	5
25	27	and	3
25	28	puts	4
25	29	his	3
25	30	mouth	5
25	31	around	6
25	32	Adam	4
25	33	Sandler's	9
25	34	neck.	5
26	1	Rosemary	8
26	2	Clooney	7
26	3	(May	4
26	4	23,	3
26	5	1928	4
26	6	-	1
26	7	June	4
26	8	29,	3
26	9	2002)	5
26	10	was	3
26	11	an	2
26	12	American	8
26	13	popular	7
26	14	singer	6
26	15	and	3
26	16	actress.	8
27	1	In	2
27	2	1954	4
27	3	she,	4
27	4	along	5
27	5	with	4
27	6	Bing	4
27	7	Crosby,	7
27	8	Danny	5
27	9	Kaye,	5
27	10	and	3
27	11	Vera-Ellen,	11
27	12	starred	7
27	13	in	2
27	14	the	3
27	15	movie	5
27	16	White	5
27	17	Christmas.	10
28	1	Clooney's	9
28	2	first	5
28	3	recordings,	11
28	4	in	2
28	5	May	3
28	6	of	2
28	7	1946	4
28	8	were	4
28	9	for	3
28	10	Columbia	8
28	11	Records	7
28	12	as	2
28	13	a	1
28	14	singer	6
28	15	with	4
28	16	the	3
28	17	big	3
28	18	band	4
28	19	of	2
28	20	Tony	4
28	21	Pastor.	7
29	1	Rosemary	8
29	2	Clooney	7
29	3	was	3
29	4	married	7
29	5	three	5
29	6	times,	6
29	7	twice	5
29	8	to	2
29	9	Jose	4
29	10	Ferrer	6
29	11	(from	5
29	12	1953	4
29	13	until	5
29	14	1961	4
29	15	and	3
29	16	then	4
29	17	again	5
29	18	from	4
29	19	1964	4
29	20	to	2
29	21	1967)	5
29	22	by	2
29	23	whom	4
29	24	she	3
29	25	had	3
29	26	five	4
29	27	children,	9
29	28	including	9
29	29	actor	5
29	30	Miguel	6
29	31	Ferrer,	7
29	32	born	4
29	33	in	2
29	34	1955,	5
29	35	and	3
29	36	Gabriel	7
29	37	Ferrer,	7
29	38	born	4
29	39	1956,	5
29	40	who	3
29	41	married	7
29	42	Debby	5
29	43	Boone,	6
29	44	and	3
29	45	once	4
29	46	to	2
29	47	Dante	5
29	48	DePaolo	7
29	49	(whom	5
29	50	she	3
29	51	married	7
29	52	in	2
29	53	1997).	6
30	1	Rosemary,	9
30	2	Betty,	6
30	3	and	3
30	4	brother,	8
30	5	Nick,	5
30	6	as	2
30	7	well	4
30	8	as	2
30	9	her	3
30	10	nephew,	7
30	11	George	6
30	12	Clooney	7
30	13	(Nick's	7
30	14	son),	5
30	15	all	3
30	16	became	6
30	17	entertainers.	13
31	1	In	2
31	2	1945	4
31	3	the	3
31	4	Clooney	7
31	5	sisters	7
31	6	won	3
31	7	a	1
31	8	spot	4
31	9	on	2
31	10	Cincinnati's	12
31	11	radio	5
31	12	station	7
31	13	WLW	3
31	14	as	2
31	15	singers.	8
32	1	She	3
32	2	was	3
32	3	born	4
32	4	in	2
32	5	Maysville,	10
32	6	Kentucky,	9
32	7	about	5
32	8	60	2
32	9	miles	5
32	10	up	2
32	11	the	3
32	12	Ohio	4
32	13	River	5
32	14	from	4
32	15	Cincinnati,	11
32	16	Ohio	4
32	17	to	2
32	18	Andrew	6
32	19	Joseph	6
32	20	Clooney	7
32	21	and	3
32	22	Frances	7
32	23	Marie	5
32	24	Guilfoyle,	10
32	25	both	4
32	26	of	2
32	27	whom	4
32	28	were	4
32	29	of	2
32	30	Irish	5
32	31	descent	7
32	32	(Rosemary's	11
32	33	paternal	8
32	34	great-grandparents,	19
32	35	Nicholas	8
32	36	Clooney	7
32	37	and	3
32	38	Bridget	7
32	39	Byron,	6
32	40	were	4
32	41	born	4
32	42	in	2
32	43	Ireland),	9
32	44	although	8
32	45	Clooney's	9
32	46	paternal	8
32	47	grandmother,	12
32	48	Crescentia	10
32	49	Koch,	5
32	50	was	3
32	51	German.	7
33	1	In	2
33	2	1958,	5
33	3	Clooney	7
33	4	left	4
33	5	Columbia,	9
33	6	doing	5
33	7	a	1
33	8	number	6
33	9	of	2
33	10	recordings	10
33	11	for	3
33	12	MGM	3
33	13	Records	7
33	14	and	3
33	15	then	4
33	16	some	4
33	17	for	3
33	18	Coral	5
33	19	Records.	8
34	1	Finally,	8
34	2	toward	6
34	3	the	3
34	4	end	3
34	5	of	2
34	6	1958,	5
34	7	she	3
34	8	signed	6
34	9	with	4
34	10	RCA	3
34	11	Victor	6
34	12	Records,	8
34	13	where	5
34	14	she	3
34	15	stayed	6
34	16	until	5
34	17	1963	4
34	18	except	6
34	19	for	3
34	20	doing	5
34	21	some	4
34	22	recordings	10
34	23	in	2
34	24	1960	4
34	25	for	3
34	26	Reprise	7
34	27	Records.	8
35	1	In	2
35	2	1964	4
35	3	she	3
35	4	went	4
35	5	to	2
35	6	Reprise	7
35	7	again,	6
35	8	shifting	8
35	9	the	3
35	10	next	4
35	11	year	4
35	12	to	2
35	13	Dot	3
35	14	Records.	8
36	1	In	2
36	2	1966	4
36	3	she	3
36	4	went	4
36	5	to	2
36	6	United	6
36	7	Artists	7
36	8	Records.	8
37	1	In	2
37	2	1986	4
37	3	she	3
37	4	sang	4
37	5	a	1
37	6	duet	4
37	7	with	4
37	8	Wild	4
37	9	Man	3
37	10	Fischer	7
37	11	on	2
37	12	"""It's"	5
37	13	a	1
37	14	Hard	4
37	15	"Business""."	10
38	1	Michael	7
38	2	McManus	7
38	3	(born	5
38	4	February	8
38	5	5,	2
38	6	1959)	5
38	7	is	2
38	8	a	1
38	9	syndicated	10
38	10	columnist	9
38	11	who	3
38	12	wrote	5
38	13	Ethics	6
38	14	&	1
38	15	Religion.	9
39	1	On	2
39	2	January	7
39	3	28,	3
39	4	2005	4
39	5	it	2
39	6	was	3
39	7	revealed	8
39	8	that	4
39	9	he	2
39	10	accepted	8
39	11	money	5
39	12	from	4
39	13	the	3
39	14	George	6
39	15	W.	2
39	16	Bush	4
39	17	administration	14
39	18	to	2
39	19	promote	7
39	20	their	5
39	21	marriage	8
39	22	initiative	10
39	23	program,	8
39	24	which	5
39	25	he	2
39	26	did	3
39	27	not	3
39	28	disclose	8
39	29	to	2
39	30	his	3
39	31	readers.	8
40	1	Timothy	7
40	2	Bush,	5
40	3	Sr.	3
40	4	(c.	3
40	5	1728	4
40	6	-	1
40	7	c.	2
40	8	1815)	5
40	9	-	1
40	10	soldier.	8
41	1	He	2
41	2	is	2
41	3	assumed	7
41	4	to	2
41	5	be	2
41	6	the	3
41	7	son	3
41	8	of	2
41	9	Richard	7
41	10	Bush	4
41	11	and	3
41	12	Mary	4
41	13	Fairbanks	9
41	14	both	4
41	15	of	2
41	16	Dedham,	7
41	17	Massachusetts.	14
42	1	By	2
42	2	training	8
42	3	he	2
42	4	was	3
42	5	a	1
42	6	blacksmith	10
42	7	but	3
42	8	when	4
42	9	the	3
42	10	American	8
42	11	Revolution	10
42	12	broke	5
42	13	out	3
42	14	militia	7
42	15	Captain	7
42	16	Bush	4
42	17	led	3
42	18	a	1
42	19	company	7
42	20	of	2
42	21	soldiers	8
42	22	for	3
42	23	the	3
42	24	Continental	11
42	25	Army.	5
43	1	The	3
43	2	family	6
43	3	moved	5
43	4	around	6
43	5	1810	4
43	6	to	2
43	7	Springport,	11
43	8	in	2
43	9	Cayuga	6
43	10	County	6
43	11	in	2
43	12	the	3
43	13	Rochester,	10
43	14	New	3
43	15	York	4
43	16	area.	5
44	1	He	2
44	2	died	4
44	3	in	2
44	4	Springport,	11
44	5	New	3
44	6	York	4
44	7	in	2
44	8	1815.	5
45	1	Through	7
45	2	his	3
45	3	son	3
45	4	Timothy	7
45	5	Bush,	5
45	6	Jr.,	4
45	7	who	3
45	8	was	3
45	9	also	4
45	10	a	1
45	11	blacksmith,	11
45	12	descended	9
45	13	two	3
45	14	American	8
45	15	Presidents	10
45	16	-George	7
45	17	H.	2
45	18	W.	2
45	19	Bush	4
45	20	and	3
45	21	George	6
45	22	W.	2
45	23	Bush.	5
46	1	Bush	4
46	2	was	3
46	3	a	1
46	4	soldier	7
46	5	in	2
46	6	the	3
46	7	French	6
46	8	and	3
46	9	Indian	6
46	10	Wars	4
46	11	and	3
46	12	a	1
46	13	Captain	7
46	14	in	2
46	15	the	3
46	16	American	8
46	17	Revolution	10
46	18	and	3
46	19	is	2
46	20	the	3
46	21	great-great-great-great-great	29
46	22	grandfather	11
46	23	of	2
46	24	president	9
46	25	George	6
46	26	W.	2
46	27	Bush.	5
47	1	They	4
47	2	had	3
47	3	five	4
47	4	children	8
47	5	after	5
47	6	which	5
47	7	they	4
47	8	relocated	9
47	9	to	2
47	10	Norwich,	8
47	11	Vermont	7
47	12	where	5
47	13	Bush	4
47	14	was	3
47	15	a	1
47	16	Captain	7
47	17	of	2
47	18	a	1
47	19	militia	7
47	20	company.	8
48	1	Anne	4
48	2	Hutchinson	10
48	3	(July	5
48	4	17,	3
48	5	1591	4
48	6	-	1
48	7	August	6
48	8	20,	3
48	9	1643)	5
48	10	was	3
48	11	the	3
48	12	unauthorized	12
48	13	Puritan	7
48	14	preacher	8
48	15	of	2
48	16	a	1
48	17	dissident	9
48	18	church	6
48	19	discussion	10
48	20	group,	6
48	21	and	3
48	22	pioneer	7
48	23	in	2
48	24	Rhode	5
48	25	Island	6
48	26	and	3
48	27	the	3
48	28	Bronx.	6
49	1	Eventually,	11
49	2	John	4
49	3	Winthrop	8
49	4	decided	7
49	5	to	2
49	6	take	4
49	7	Hutchinson	10
49	8	out	3
49	9	of	2
49	10	power	5
49	11	before	6
49	12	her	3
49	13	influence	9
49	14	became	6
49	15	too	3
49	16	strong	6
49	17	among	5
49	18	the	3
49	19	community's	11
49	20	men.	4
50	1	After	5
50	2	a	1
50	3	two-day	7
50	4	trial	5
50	5	she	3
50	6	was	3
50	7	banished	8
50	8	as	2
50	9	a	1
50	10	heretic	7
50	11	in	2
50	12	1638	4
50	13	and	3
50	14	led	3
50	15	60	2
50	16	followers	9
50	17	to	2
50	18	settle	6
50	19	Aquidneck	9
50	20	Island	6
50	21	in	2
50	22	what	4
50	23	later	5
50	24	became	6
50	25	Rhode	5
50	26	Island.	7
51	1	After	5
51	2	many	4
51	3	football	8
51	4	insiders	8
51	5	criticized	10
51	6	Manning	7
51	7	for	3
51	8	being	5
51	9	0-3	3
51	10	in	2
51	11	the	3
51	12	playoffs,	9
51	13	he	2
51	14	won	3
51	15	his	3
51	16	first	5
51	17	NFL	3
51	18	playoff	7
51	19	game	4
51	20	against	7
51	21	the	3
51	22	Denver	6
51	23	Broncos	7
51	24	on	2
51	25	January	7
51	26	4,	2
51	27	2004.	5
52	1	Manning's	9
52	2	Passer	6
52	3	Rating	6
52	4	in	2
52	5	the	3
52	6	Colts'	6
52	7	playoff	7
52	8	games	5
52	9	against	7
52	10	the	3
52	11	Broncos	7
52	12	and	3
52	13	Kansas	6
52	14	City	4
52	15	Chiefs	6
52	16	was	3
52	17	a	1
52	18	perfect	7
52	19	158.3.	6
53	1	He	2
53	2	coached	7
53	3	at	2
53	4	Winston-Salem	13
53	5	State	5
53	6	University	10
53	7	from	4
53	8	1946	4
53	9	to	2
53	10	1993,	5
53	11	compiling	9
53	12	a	1
53	13	828-447	7
53	14	record.	7
54	1	He	2
54	2	shared	6
54	3	the	3
54	4	honor	5
54	5	with	4
54	6	Tennessee	9
54	7	Titans	6
54	8	quarterback	11
54	9	Steve	5
54	10	McNair.	7
55	1	However,	8
55	2	he	2
55	3	posted	6
55	4	the	3
55	5	third	5
55	6	lowest	6
55	7	passer	6
55	8	rating	6
55	9	of	2
55	10	his	3
55	11	career	6
55	12	-	1
55	13	35.5	4
55	14	-	1
55	15	in	2
55	16	the	3
55	17	AFC	3
55	18	title	5
55	19	game	4
55	20	against	7
55	21	the	3
55	22	New	3
55	23	England	7
55	24	Patriots,	9
55	25	throwing	8
55	26	four	4
55	27	interceptions	13
55	28	in	2
55	29	a	1
55	30	24-14	5
55	31	loss.	5
56	1	He	2
56	2	put	3
56	3	up	2
56	4	even	4
56	5	more	4
56	6	impressive	10
56	7	numbers	7
56	8	in	2
56	9	his	3
56	10	last	4
56	11	season	6
56	12	(3,819	6
56	13	yards,	6
56	14	36	2
56	15	touchdowns)	11
56	16	and	3
56	17	finished	8
56	18	second	6
56	19	in	2
56	20	Heisman	7
56	21	Trophy	6
56	22	voting	6
56	23	to	2
56	24	The	3
56	25	University	10
56	26	of	2
56	27	Michigan's	10
56	28	Charles	7
56	29	Woodson,	8
56	30	although	8
56	31	he	2
56	32	was	3
56	33	unable	6
56	34	to	2
56	35	beat	4
56	36	arch	4
56	37	rival	5
56	38	University	10
56	39	of	2
56	40	Florida	7
56	41	for	3
56	42	the	3
56	43	fourth	6
56	44	consecutive	11
56	45	time.	5
57	1	His	3
57	2	mother	6
57	3	Jacqueline	10
57	4	Kennedy	7
57	5	was	3
57	6	married	7
57	7	to	2
57	8	Greek	5
57	9	shipping	8
57	10	tycoon	6
57	11	Aristotle	9
57	12	Onassis	7
57	13	from	4
57	14	1968	4
57	15	until	5
57	16	Onassis's	9
57	17	death	5
57	18	in	2
57	19	1975,	5
57	20	when	4
57	21	John	4
57	22	was	3
57	23	14	2
57	24	years	5
57	25	old.	4
58	1	By	2
58	2	most	4
58	3	accounts,	9
58	4	Aristotle	9
58	5	Onassis	7
58	6	did	3
58	7	not	3
58	8	play	4
58	9	a	1
58	10	particularly	12
58	11	significant	11
58	12	role	4
58	13	in	2
58	14	young	5
58	15	John's	6
58	16	life.	5
59	1	He	2
59	2	graduated	9
59	3	in	2
59	4	1983	4
59	5	with	4
59	6	a	1
59	7	bachelor's	10
59	8	degree	6
59	9	in	2
59	10	history.	8
60	1	Taylor	6
60	2	was	3
60	3	born	4
60	4	with	4
60	5	dual	4
60	6	British	7
60	7	and	3
60	8	American	8
60	9	citizenship.	12
61	1	Christian	9
61	2	VII	3
61	3	(January	8
61	4	29,	3
61	5	1749–March	10
61	6	13,	3
61	7	1808),	6
61	8	King	4
61	9	of	2
61	10	Denmark	7
61	11	and	3
61	12	Norway,	7
61	13	Duke	4
61	14	of	2
61	15	Schleswig	9
61	16	and	3
61	17	Holstein.	9
62	1	He	2
62	2	was	3
62	3	the	3
62	4	son	3
62	5	of	2
62	6	Frederick	9
62	7	V,	2
62	8	King	4
62	9	of	2
62	10	Denmark,	8
62	11	and	3
62	12	his	3
62	13	first	5
62	14	consort	7
62	15	Louisa,	7
62	16	daughter	8
62	17	of	2
62	18	George	6
62	19	II	2
62	20	of	2
62	21	Great	5
62	22	Britain.	8
63	1	He	2
63	2	ultimately	10
63	3	sank	4
63	4	into	4
63	5	a	1
63	6	condition	9
63	7	of	2
63	8	mental	6
63	9	stupor.	7
64	1	Patti	5
64	2	was	3
64	3	born	4
64	4	Adela	5
64	5	Juana	5
64	6	Maria	5
64	7	Patti	5
64	8	to	2
64	9	Italian	7
64	10	parents	7
64	11	in	2
64	12	Madrid,	7
64	13	Spain.	6
65	1	Symptoms	8
65	2	during	6
65	3	this	4
65	4	time	4
65	5	included	8
65	6	paranoia,	9
65	7	self-mutilation	15
65	8	and	3
65	9	hallucinations.	15
66	1	He	2
66	2	became	6
66	3	submissive	10
66	4	to	2
66	5	upstart	7
66	6	Johann	6
66	7	Friedrich	9
66	8	Struensee,	10
66	9	who	3
66	10	rose	4
66	11	steadily	8
66	12	in	2
66	13	power	5
66	14	in	2
66	15	the	3
66	16	late	4
66	17	1760s.	6
67	1	The	3
67	2	neglected	9
67	3	and	3
67	4	lonely	6
67	5	Caroline	8
67	6	Mathilde	8
67	7	drifted	7
67	8	into	4
67	9	an	2
67	10	affair	6
67	11	with	4
67	12	Struensee.	10
68	1	However,	8
68	2	it	2
68	3	is	2
68	4	widely	6
68	5	believed	8
68	6	that	4
68	7	Louise	6
68	8	was	3
68	9	the	3
68	10	daughter	8
68	11	of	2
68	12	Struensee	9
68	13	-	1
68	14	portrait	8
68	15	comparisons	11
68	16	have	4
68	17	supported	9
68	18	this.	5
69	1	Struensee	9
69	2	was	3
69	3	arrested	8
69	4	and	3
69	5	executed	8
69	6	in	2
69	7	that	4
69	8	same	4
69	9	year.	5
70	1	Christian	9
70	2	signed	6
70	3	Struensee's	11
70	4	arrest	6
70	5	warrant	7
70	6	with	4
70	7	indifference,	13
70	8	and	3
70	9	under	5
70	10	pressure	8
70	11	from	4
70	12	his	3
70	13	paternal	8
70	14	grandmother,	12
70	15	Sophie	6
70	16	Magdalene	9
70	17	of	2
70	18	Brandenburg-Kulmbach,	21
70	19	who	3
70	20	had	3
70	21	led	3
70	22	the	3
70	23	movement	8
70	24	to	2
70	25	have	4
70	26	the	3
70	27	marriage	8
70	28	dissolved.	10
71	1	Caroline	8
71	2	Mathilde,	9
71	3	retaining	9
71	4	her	3
71	5	title	5
71	6	but	3
71	7	not	3
71	8	her	3
71	9	children,	9
71	10	eventually	10
71	11	left	4
71	12	Denmark	7
71	13	in	2
71	14	exile	5
71	15	and	3
