SN,WORD,loc,dur,subj_id
11,人格,4,204,1
11,的,8,194,1
11,形成,2,228,1
12,这些,5,226,1
12,文物,11,235,1
12,显示,7,179,1
12,了,7,229,1
12,古代,2,237,1
12,的,2,202,1
12,艺术,12,200,1
12,风格,1,256,1
12,和,8,187,1
12,高超,9,233,1
12,的,1,209,1
12,工艺,4,250,1
12,水平,6,171,1
13,一些,8,220,1
13,人,7,260,1
13,撰文,9,227,1
13,批评,6,223,1
13,市政,1,248,1
13,当局,3,187,1
13,麻木不仁,9,188,1
13,和,3,238,1
13,玩忽职守,3,180,1
13,的,7,198,1
13,作风,11,185,1
14,一些,7,250,1
14,文章,3,212,1
14,呼吁,2,246,1
14,改革,7,193,1
14,现有,5,234,1
14,的,5,237,1
14,文物,8,242,1
14,保护,2,223,1
14,机制,9,215,1
15,获奖,4,221,1
15,作品,11,249,1
15,塑造,6,225,1
15,了,2,249,1
15,性格,10,250,1
15,鲜明,3,205,1
15,的,9,208,1
15,有血有肉,9,227,1
15,的,11,202,1
15,艺术,6,175,1
15,形象,8,239,1
16,少年,5,235,1
16,进一步,3,227,1
16,认识到,2,230,1
16,自己,7,232,1
16,是,6,227,1
16,未来,1,171,1
16,的,7,219,1
16,主人,5,195,1
17,近来,8,235,1
17,动物园,7,257,1
17,首次,9,201,1
17,对,8,204,1
17,孔雀,10,180,1
17,成功,5,224,1
17,进行,3,214,1
17,了,6,178,1
17,人工,4,188,1
17,繁殖,8,213,1
18,与会,11,183,1
18,专家,1,212,1
18,学者,11,223,1
18,对,6,239,1
18,研究,8,222,1
18,结论,5,195,1
18,进行,3,223,1
18,了,3,194,1
18,充分,6,206,1
18,的,3,213,1
18,肯定,4,180,1
19,近期,7,210,1
19,青少年,4,222,1
19,近视眼,5,179,1
19,发病,3,219,1
19,机率,5,200,1
19,一直,5,210,1
19,居高不下,2,206,1
20,救灾,5,175,1
20,人员,5,177,1
20,和,6,243,1
20,各种,8,203,1
20,物资,6,206,1
20,正在,2,191,1
20,源源不断,2,172,1
20,抵达,2,247,1
20,灾区,8,214,1
21,企业,1,252,1
21,每年,10,220,1
21,实现,2,231,1
21,的,4,234,1
21,利税,4,232,1
21,总额,10,190,1
21,相当于,3,243,1
21,当年,3,181,1
21,全部,2,202,1
21,固定,4,254,1
21,资产,8,217,1
22,各国,3,234,1
22,都,5,260,1
22,把,2,173,1
22,增强,3,204,1
22,综合,3,176,1
22,国力,1,185,1
22,作为,5,261,1
22,首要,4,189,1
22,任务,6,234,1
23,我国,7,205,1
23,法律,4,217,1
23,规定,9,178,1
23,要,1,215,1
23,严厉,8,262,1
23,惩处,1,261,1
23,伪造,4,213,1
23,货币,3,209,1
23,的,8,174,1
23,犯罪,1,234,1
23,分子,9,211,1
24,漫画,9,204,1
24,反映,7,220,1
24,了,10,258,1
24,人们,12,195,1
24,面对,3,230,1
24,不断,12,254,1
24,升级,6,225,1
24,的,3,245,1
24,软件,5,196,1
24,发展,7,215,1
24,感到,6,253,1
24,无所适从,11,204,1
25,这些,6,191,1
25,学生,3,201,1
25,不是,2,223,1
25,因为,1,255,1
25,家庭,10,236,1
25,经济,7,214,1
25,困难,8,215,1
25,而,3,214,1
25,退学,2,189,1
25,的,1,210,1
26,国际,4,262,1
26,红十字会,5,205,1
26,向,4,225,1
26,被,8,170,1
26,洪水,1,228,1
26,围困,11,236,1
26,的,4,238,1
26,城市,5,254,1
26,紧急,4,232,1
26,空运,4,227,1
26,粮食,9,170,1
27,飞机,7,244,1
27,失事,4,224,1
27,的,8,184,1
27,原因,1,210,1
27,可能,1,235,1
27,是,8,202,1
27,发动机,1,207,1
27,发生,3,240,1
27,故障,5,242,1
28,科学,7,251,1
28,教育,8,249,1
28,的,2,211,1
28,目的,4,205,1
28,在于,7,170,1
28,培养,3,258,1
28,学生,6,262,1
28,分析,11,217,1
28,问题,1,196,1
28,和,13,209,1
28,解决,9,249,1
28,问题,10,172,1
28,的,5,258,1
28,能力,10,189,1
29,这些,6,172,1
29,大学,4,199,1
29,今年,7,211,1
29,增设,9,190,1
29,了,10,226,1
29,金融,3,221,1
29,专业,1,177,1
29,以,7,175,1
29,培养,4,210,1
29,相关,6,173,1
29,高级,3,179,1
29,人才,10,198,1
30,美国,1,228,1
30,选手,8,209,1
30,在,10,225,1
30,男子,9,206,1
30,滑雪,1,175,1
30,比赛,7,203,1
30,中,1,225,1
30,有望,6,236,1
30,蝉联,2,208,1
30,冠军,4,201,1
31,国家,3,232,1
31,监督,7,202,1
31,抽查,9,233,1
31,表明,6,218,1
31,国产,1,253,1
31,洗衣机,4,255,1
31,质量,4,245,1
31,基本,6,186,1
31,合格,2,179,1
32,燃放,1,170,1
32,鞭炮,8,191,1
32,辞旧迎新,2,217,1
32,是,8,203,1
32,我国,1,215,1
32,人民,1,225,1
32,传统,3,257,1
32,的,5,190,1
32,习俗,6,207,1
33,不少,6,245,1
33,销售,6,216,1
33,人员,10,242,1
33,纷纷,7,198,1
33,担心,9,257,1
33,这样,4,235,1
33,会,9,182,1
33,导致,2,239,1
33,销量,3,234,1
33,下降,6,258,1
34,当今,5,195,1
34,电话,5,192,1
34,已经,5,181,1
34,不再,8,249,1
34,是,8,174,1
34,主要,2,173,1
34,通信,7,186,1
34,手段,4,210,1
35,最近,5,241,1
35,美国,10,207,1
35,文化,10,195,1
35,娱乐,10,249,1
35,产品,5,197,1
35,受到,8,196,1
35,来自,8,180,1
35,欧洲,3,256,1
35,的,3,221,1
35,冲击,10,231,1
36,专家,2,260,1
36,指出,2,200,1
36,近期,6,177,1
36,发生,6,258,1
36,地震,6,243,1
36,的,8,242,1
36,可能性,4,242,1
36,不大,5,259,1
37,领导,4,256,1
37,听取,10,257,1
37,了,8,222,1
37,负责人,3,232,1
37,关于,4,213,1
37,开发区,8,237,1
37,发展,9,200,1
37,情况,2,202,1
37,的,6,234,1
37,汇报,4,195,1
38,我国,6,259,1
38,大部分,5,212,1
38,地区,4,225,1
38,还,4,261,1
38,不能,5,252,1
38,达到,5,231,1
38,就近,7,198,1
38,入学,3,170,1
38,的,6,231,1
38,要求,8,238,1
39,学校,4,259,1
39,必须,5,217,1
39,严格,3,219,1
39,按照,1,186,1
39,招生,3,175,1
39,计划,7,174,1
39,录取,3,184,1
39,新生,6,229,1
40,首届,7,234,1
40,摄影,10,177,1
40,竞赛,7,174,1
40,得到,10,176,1
40,了,10,208,1
40,广大,8,216,1
40,读者,10,171,1
40,的,10,173,1
40,大力,7,258,1
40,支持,3,204,1
41,会议,10,209,1
41,期间,4,222,1
41,委员会,6,227,1
41,主席,6,259,1
41,将,9,260,1
41,同,3,229,1
41,国家,9,184,1
41,领导人,9,209,1
41,举行,9,212,1
41,一系列,5,258,1
41,会晤,6,224,1
42,国际,3,243,1
42,联盟,8,201,1
42,发表,10,254,1
42,声明,9,248,1
42,并,5,224,1
42,再次,10,240,1
42,呼吁,6,202,1
42,解决,6,183,1
42,战争,3,185,1
42,遗留,2,183,1
42,问题,7,221,1
43,不少,6,216,1
43,国家,1,214,1
43,居民,7,209,1
43,生存,1,186,1
43,质量,6,176,1
43,得到,1,175,1
43,明显,1,253,1
43,提高,7,257,1
44,粮食,4,196,1
44,是,8,211,1
44,人类,9,243,1
44,赖以,3,235,1
44,生存,5,207,1
44,和,3,256,1
44,发展,7,185,1
44,的,2,170,1
44,重要,2,173,1
44,物质,4,177,1
44,基础,2,184,1
45,他们,2,218,1
45,每天,1,220,1
45,都,3,249,1
45,可能,4,176,1
45,收到,8,233,1
45,大量,4,233,1
45,垃圾,4,174,1
45,邮件,2,210,1
46,今年,4,190,1
46,春节,3,222,1
46,她,9,228,1
46,将,5,170,1
46,和,9,184,1
46,朋友,3,252,1
46,一起,10,186,1
46,前往,6,208,1
46,东北,8,206,1
46,观赏,7,205,1
46,冰雕,8,206,1
47,站长,2,244,1
47,大胆,7,207,1
47,把,1,224,1
47,行为,9,197,1
47,科学,6,221,1
47,引入,3,244,1
47,日常,1,172,1
47,管理,4,250,1
47,工作,8,254,1
48,国际,6,221,1
48,红十字会,4,211,1
48,向,6,262,1
48,灾区,1,206,1
48,发放,5,219,1
48,救灾,2,190,1
48,物资,7,222,1
48,和,3,180,1
48,捐款,6,257,1
49,有些,7,214,1
49,专家,3,248,1
49,认为,6,232,1
49,黄金,9,213,1
49,价格,3,223,1
49,今后,8,182,1
49,可能,8,262,1
49,动荡,9,191,1
49,不定,8,207,1
50,新年,1,249,1
50,伊始,2,233,1
50,记者,7,216,1
50,走访,7,244,1
50,了,1,234,1
50,北京,2,253,1
50,一些,3,234,1
50,大型,6,208,1
50,花卉,5,219,1
50,市场,2,212,1
51,昨天,8,228,1
51,下午,10,260,1
51,他,8,192,1
51,在,9,253,1
51,法国,2,218,1
51,举行,9,203,1
51,的,4,175,1
51,国际,5,241,1
51,田径,10,231,1
51,大赛,3,221,1
51,中,6,240,1
51,摘取,4,257,1
51,金牌,4,176,1
52,有关,9,191,1
52,专家,1,236,1
52,指出,7,203,1
52,这样,10,240,1
52,必然,10,193,1
52,造成,11,231,1
52,产销,10,180,1
52,失调,12,196,1
52,进而,6,190,1
52,引起,11,233,1
52,价格,9,175,1
52,大战,6,178,1
53,今年,7,252,1
53,市场,7,234,1
53,专项,7,231,1
53,治理,11,254,1
53,重点,1,179,1
53,是,1,253,1
53,打击,3,261,1
53,具有,2,251,1
53,欺骗,2,259,1
53,性质,8,188,1
53,的,4,228,1
53,交易,4,260,1
53,行为,8,251,1
54,根本,1,217,1
54,解决,7,175,1
54,问题,8,213,1
54,的,11,230,1
54,出路,6,236,1
54,是,2,182,1
54,真正,12,190,1
54,重视,11,201,1
54,并且,10,194,1
54,大力,12,231,1
54,发展,12,171,1
54,职业,6,249,1
54,教育,6,195,1
55,欧洲,1,234,1
55,国家,12,183,1
55,今年,6,180,1
55,经济,12,181,1
55,增长,11,211,1
55,速度,1,226,1
55,将,4,227,1
55,远远,4,232,1
55,高于,7,249,1
55,其它,1,216,1
55,地区,2,259,1
55,的,12,197,1
55,国家,4,175,1
56,他,2,253,1
56,的,3,190,1
56,主要,4,224,1
56,观点,14,178,1
56,是,9,175,1
56,高级,4,186,1
56,主管,12,198,1
56,必须,2,259,1
56,像,11,247,1
56,技术,12,177,1
56,人员,10,250,1
56,那样,10,225,1
56,思考,1,208,1
56,问题,7,196,1
57,一些,3,233,1
57,部门,10,242,1
57,在,1,182,1
57,一知半解,12,249,1
57,甚至,7,208,1
57,一无所知,2,191,1
57,的,6,225,1
57,情况,5,235,1
57,下,6,260,1
57,竞相,1,214,1
57,参与,11,212,1
57,投资,7,198,1
58,国家,1,203,1
58,要求,3,243,1
58,各地,8,198,1
58,应,11,250,1
58,及时,11,210,1
58,公布,1,241,1
58,普通,2,222,1
58,商品,1,262,1
58,住房,2,197,1
58,的,1,262,1
58,建设,9,238,1
58,安排,8,204,1
58,和,7,200,1
58,进度,12,182,1
59,记者,7,171,1
59,专程,6,195,1
59,来到,7,261,1
59,水产,2,252,1
59,养殖,5,173,1
59,公司,3,244,1
59,对,6,173,1
59,负责人,6,248,1
59,进行,7,182,1
59,采访,7,243,1
60,他,2,231,1
60,留下,8,225,1
60,的,12,204,1
60,宝贵,8,179,1
60,文学,1,239,1
60,遗产,4,210,1
60,成为,2,190,1
60,人类,2,252,1
60,共同,6,183,1
60,的,1,233,1
60,精神,1,252,1
60,财富,3,215,1
61,观众,11,262,1
61,从,3,221,1
61,事件,6,190,1
61,中,8,260,1
61,看到,12,245,1
61,了,4,227,1
61,一个,10,252,1
61,浑厚,6,181,1
61,的,10,179,1
61,当代,3,214,1
61,英雄,10,170,1
61,形象,1,241,1
62,军旅,10,205,1
62,话剧,2,245,1
62,始终,5,252,1
62,将,6,205,1
62,崇高,7,198,1
62,美学,10,174,1
62,作为,7,180,1
62,坚持不懈,3,211,1
62,的,9,246,1
62,追求,9,207,1
63,北京,9,188,1
63,拥有,3,199,1
63,当今,9,247,1
63,世界上,1,256,1
63,绝无仅有,10,183,1
63,并,10,178,1
63,保存,2,253,1
63,完好,5,229,1
63,的,2,233,1
63,都城,2,237,1
63,古迹,8,179,1
64,根本,8,232,1
64,原因,6,176,1
64,在于,7,254,1
64,我国,2,198,1
64,目前,2,200,1
64,没有,4,243,1
64,详尽,7,174,1
64,而,11,228,1
64,明确,2,222,1
64,的,10,224,1
64,法律,2,198,1
65,中国,13,214,1
65,古老,10,198,1
65,的,11,252,1
65,文明,12,190,1
65,和,8,260,1
65,高速,1,201,1
65,增长,15,210,1
65,的,10,258,1
65,经济,15,212,1
65,对,3,177,1
65,世界,14,193,1
65,产生,10,262,1
65,了,6,188,1
65,重大,7,237,1
65,影响,5,241,1
66,我国,8,224,1
66,科技,9,184,1
66,工作者,11,200,1
66,历来,7,233,1
66,都,2,225,1
66,注重,5,251,1
66,科学,8,218,1
66,技术,12,213,1
66,的,9,217,1
66,传播,4,187,1
66,和,9,218,1
66,普及,10,255,1
67,美国,9,242,1
67,军工,7,193,1
67,企业,1,255,1
67,不惜,4,234,1
67,投入,8,250,1
67,巨资,1,241,1
67,开发,6,246,1
67,各种,6,180,1
67,尖端,7,201,1
67,产品,10,185,1
68,新春,11,246,1
68,文化,5,201,1
68,活动,4,256,1
68,为,11,192,1
68,首都,10,205,1
68,人民,11,200,1
68,增添,3,192,1
68,了,2,199,1
68,欢乐,2,218,1
68,祥和,1,188,1
68,的,12,185,1
68,节日,7,211,1
68,气氛,5,223,1
69,公民,9,240,1
69,的,10,181,1
69,文化,9,261,1
69,修养,12,233,1
69,体现,4,178,1
69,了,5,202,1
69,这个,4,252,1
69,国家,8,171,1
69,文明,5,238,1
69,程度,10,192,1
69,的,5,185,1
69,高低,10,176,1
70,有关,7,237,1
70,部门,7,191,1
70,提出,2,247,1
70,要,5,170,1
70,提高,9,253,1
70,主要,3,235,1
70,干线,8,242,1
70,的,5,181,1
70,旅客,7,252,1
70,列车,5,192,1
70,时速,9,253,1
71,美国,10,252,1
71,科学家,10,233,1
71,宣布,2,225,1
71,制造,1,250,1
71,出,7,255,1
71,了,4,238,1
71,大型,4,187,1
71,通用,6,186,1
71,电子,7,222,1
71,计算机,8,230,1
72,美国,11,198,1
72,苹果,8,193,1
72,电脑,6,184,1
72,公司,10,240,1
72,的,4,258,1
72,象征,7,251,1
72,图案,8,262,1
72,是,10,186,1
72,缺少,8,185,1
72,一块,6,199,1
72,的,1,177,1
72,苹果,4,188,1
73,正是,12,205,1
73,这样,1,212,1
73,的,11,253,1
73,保守,13,233,1
73,做法,8,244,1
73,和,1,243,1
73,傲慢,13,243,1
73,态度,12,211,1
73,迫使,5,261,1
73,竞争,4,172,1
73,对手,11,181,1
73,不断,11,174,1
73,创新,2,255,1
74,现任,4,251,1
74,总裁,4,195,1
74,主管,3,245,1
74,公司,6,176,1
74,后,4,175,1
74,对,5,182,1
74,新,6,212,1
74,技术,3,249,1
74,开发,2,209,1
74,重视,11,202,1
74,不够,9,251,1
75,晚会,12,190,1
75,集中,2,238,1
75,了,12,236,1
75,各个,3,201,1
75,艺术,8,192,1
75,行当,5,190,1
75,中,5,211,1
75,的,10,261,1
75,佼佼者,10,248,1
75,和,8,183,1
75,中青年,6,185,1
75,艺术家,1,210,1
75,代表,5,244,1
76,我国,1,181,1
76,广泛,2,241,1
76,开展,8,247,1
76,的,8,203,1
76,全民,6,187,1
76,义务,8,247,1
76,植树,2,183,1
76,运动,4,183,1
76,推动,11,234,1
76,了,6,242,1
76,城乡,9,219,1
76,绿化,8,261,1
76,进程,9,195,1
77,各地,7,258,1
77,利用,1,242,1
77,资源,1,193,1
77,和,3,179,1
77,地理,5,176,1
77,优势,2,217,1
77,大力,11,252,1
77,发展,6,214,1
77,优质,11,219,1
77,高效,10,202,1
77,农业,9,256,1
78,对,9,200,1
78,学生,3,209,1
78,进行,1,187,1
78,正确,9,237,1
78,人生观,10,248,1
78,教育,6,173,1
78,包括,8,191,1
78,加强,10,192,1
78,道德,1,180,1
78,修养,2,235,1
78,教育,7,233,1
79,漫画,11,251,1
79,创作,4,184,1
79,能,11,204,1
79,启发,8,177,1
79,孩子,6,225,1
79,运用,8,198,1
79,多种,1,255,1
79,思维,2,179,1
79,方式,1,229,1
79,认识,11,195,1
79,世界,10,189,1
80,画家,10,259,1
80,想,9,253,1
80,通过,6,251,1
80,美术,13,242,1
80,教学,5,221,1
80,培养,3,214,1
80,孩子,13,227,1
80,的,3,219,1
80,思想,2,244,1
80,道德,5,256,1
80,和,12,249,1
80,审美,3,239,1
80,情趣,13,223,1
81,面对,3,182,1
81,严重,11,260,1
81,的,5,193,1
81,自然,1,213,1
81,灾害,11,180,1
81,政府,4,227,1
81,千方百计,12,204,1
81,采取,7,184,1
81,措施,6,249,1
81,安排,2,243,1
81,群众,6,174,1
81,生活,5,251,1
82,冷战,8,179,1
82,结束,1,255,1
82,后,10,238,1
82,多极化,5,189,1
82,趋势,8,218,1
82,的,11,226,1
82,出现,2,260,1
82,有利于,8,208,1
82,维护,11,253,1
82,世界,11,205,1
82,和平,11,230,1
83,中国,2,172,1
83,文化,3,171,1
83,的,3,256,1
83,一个,3,212,1
83,优秀,8,188,1
83,传统,3,218,1
83,就是,9,189,1
83,道德,8,233,1
83,文章,4,174,1
83,并重,7,173,1
84,现代,7,176,1
84,自动化,12,215,1
84,系统,7,204,1
84,以,3,173,1
84,数字,11,177,1
84,计算机,9,254,1
84,技术,11,187,1
84,和,1,252,1
84,自动,2,170,1
84,控制,10,191,1
84,技术,9,245,1
84,为,1,186,1
84,核心,2,170,1
85,企业,3,213,1
85,领导,5,233,1
85,和,4,258,1
85,广大,3,209,1
85,职工,10,262,1
85,正在,10,211,1
85,积极,3,221,1
85,主动,9,236,1
85,开展,6,192,1
85,生产,1,238,1
85,自救,1,209,1
86,他,3,226,1
86,动员,10,248,1
86,房地产,12,187,1
86,公司,10,215,1
86,投资,11,230,1
86,兴建,5,181,1
86,的,10,192,1
86,小学,1,217,1
86,已经,6,244,1
86,在,9,229,1
86,家乡,7,234,1
86,落成,1,175,1
87,国家,3,223,1
87,发出,6,175,1
87,紧急,11,185,1
87,通知,12,240,1
87,要求,9,189,1
87,各地,7,249,1
87,禁止,6,257,1
87,销售,3,208,1
87,未,1,196,1
87,认证,11,247,1
87,的,11,189,1
87,故事片,12,193,1
88,这些,5,227,1
88,实业家,5,191,1
88,代表团,11,212,1
88,正在,7,213,1
88,就,7,215,1
88,经济,5,221,1
88,问题,3,208,1
88,进行,11,221,1
88,紧张,11,217,1
88,的,11,224,1
88,会谈,4,219,1
89,西方,11,250,1
89,工业,9,182,1
89,国家,10,239,1
89,对,1,201,1
89,开发,11,193,1
89,环绕,11,212,1
89,地球,6,198,1
89,卫星,3,220,1
89,有,8,229,1
89,浓厚,11,212,1
89,兴趣,1,183,1
90,我,10,201,1
90,在,4,207,1
90,教学,8,212,1
90,工作,9,225,1
90,中,13,241,1
90,从,14,171,1
90,工作,6,184,1
90,人员,11,218,1
90,和,15,247,1
90,学员,8,193,1
90,身上,6,253,1
90,学会,1,217,1
90,了,4,209,1
90,不少,2,229,1
90,东西,5,234,1
91,文学,11,253,1
91,艺术,1,191,1
91,的,12,208,1
91,繁荣,9,189,1
91,进步,1,195,1
91,常常,2,195,1
91,标志,4,242,1
91,着,11,188,1
91,国家,10,262,1
91,的,6,205,1
91,兴旺,8,234,1
91,发达,2,192,1
92,艺术家,4,232,1
92,成就,9,239,1
92,的,1,204,1
92,大小,10,220,1
92,主要,5,211,1
92,取决于,6,237,1
92,掌握,2,193,1
92,时代,11,259,1
92,脉搏,7,253,1
92,的,5,251,1
92,程度,5,220,1
93,领导,5,232,1
93,指出,3,252,1
93,当务之急,9,251,1
93,是,2,174,1
93,保证,1,229,1
93,全部,8,185,1
93,灾区,8,237,1
93,恢复,9,194,1
93,供水,1,214,1
94,总理,7,196,1
94,指出,12,193,1
94,中国,11,238,1
94,经济,11,253,1
94,和,9,239,1
94,工业,10,219,1
94,的,11,219,1
94,发展,10,221,1
94,需要,3,194,1
94,国外,3,208,1
94,的,11,222,1
94,先进,3,186,1
94,技术,5,181,1
95,一些,5,227,1
95,敏锐,10,209,1
95,的,4,252,1
95,学者,5,237,1
95,已经,5,182,1
95,发现,10,224,1
95,提高,9,217,1
95,计算机,5,258,1
95,速度,6,188,1
95,的,7,242,1
95,可能性,10,215,1
96,现代,9,178,1
96,高科技,8,208,1
96,产品,1,262,1
96,将,11,195,1
96,继续,5,177,1
96,无孔不入,4,217,1
96,地,4,215,1
96,渗透,7,176,1
96,到,1,262,1
96,人类,3,221,1
96,生活,10,224,1
96,中,4,259,1
97,这些,12,227,1
97,农民,5,172,1
97,根据,2,210,1
97,电脑,11,224,1
97,分析,8,211,1
97,的,10,178,1
97,市场,11,172,1
97,行情,12,193,1
97,来,12,236,1
97,确定,9,215,1
97,种植,4,223,1
97,计划,1,191,1
98,学生,6,212,1
98,在家,7,175,1
98,可以,7,173,1
98,通过,8,177,1
98,屏幕,9,247,1
98,与,7,199,1
98,老师,7,257,1
98,同学,2,195,1
98,讨论,3,188,1
98,问题,8,219,1
99,计算机,5,241,1
99,给,8,225,1
99,人类,5,177,1
99,带来,6,246,1
99,巨大,5,206,1
99,财富,4,210,1
99,的,11,182,1
99,同时,11,203,1
99,也,10,192,1
99,带来,8,180,1
99,严重,13,214,1
99,的,1,212,1
99,问题,3,216,1
100,这些,11,172,1
100,现象,3,227,1
100,是,6,221,1
100,消费者,9,237,1
100,对,10,188,1
100,假货,10,247,1
100,泛滥,3,209,1
100,深恶痛绝,9,172,1
100,情绪,8,235,1
100,的,8,240,1
100,一个,11,206,1
100,反映,12,219,1
101,当时,7,234,1
101,他们,2,188,1
101,在,9,262,1
101,激烈,11,219,1
101,竞争,8,209,1
101,中,9,217,1
101,曾经,1,262,1
101,遇到,2,194,1
101,过,9,262,1
101,许多,3,211,1
101,困难,1,227,1
102,近年,7,244,1
102,干旱,8,175,1
102,成灾,9,235,1
102,的,4,184,1
102,问题,9,254,1
102,说明,12,172,1
102,农业,4,206,1
102,的,3,211,1
102,基础,7,260,1
102,地位,3,210,1
102,不,7,227,1
102,稳固,6,206,1
103,中央,1,179,1
103,领导,11,190,1
103,对,4,258,1
103,整个,9,213,1
103,图书,8,192,1
103,出版,10,241,1
103,工作,1,242,1
103,提出,2,177,1
103,了,4,212,1
103,要求,2,198,1
103,和,2,262,1
103,期望,6,239,1
104,保险,5,245,1
104,机构,5,237,1
104,在,4,252,1
104,社会,8,237,1
104,保障,5,210,1
104,体系,9,238,1
104,中,4,196,1
104,承担,10,236,1
104,重要,1,261,1
104,作用,10,174,1
105,发射,4,260,1
105,火箭,5,187,1
105,的,8,222,1
105,主要,1,180,1
105,目的,11,231,1
105,是,3,239,1
105,运送,10,229,1
105,超音速,1,197,1
105,航天飞机,8,212,1
105,进入,10,245,1
105,轨道,5,259,1
106,院长,9,176,1
106,强调,10,227,1
106,医院,3,173,1
106,必须,9,183,1
106,加强,7,183,1
106,药品,9,235,1
106,质量,5,196,1
106,的,5,211,1
106,监督,10,199,1
106,管理,6,189,1
107,我国,11,222,1
107,企业家,2,202,1
107,深知,9,188,1
107,教育,3,184,1
107,培训,6,234,1
107,费用,6,220,1
107,就是,3,245,1
107,对,3,213,1
107,未来,5,193,1
107,的,11,234,1
107,投资,8,173,1
108,大家,3,195,1
108,平时,11,253,1
108,充分,9,198,1
108,享受,12,230,1
108,了,10,258,1
108,从前,1,228,1
108,只有,7,243,1
108,过年,12,203,1
108,才能,10,227,1
108,享受,2,246,1
108,的,11,182,1
108,东西,9,246,1
109,辛劳,4,192,1
109,的,12,186,1
109,农民,5,255,1
109,聚集,10,186,1
109,到,6,232,1
109,一起,6,246,1
109,纷纷,12,181,1
109,谈论,2,193,1
109,关于,1,242,1
109,过年,1,233,1
109,的,10,185,1
109,种种,7,225,1
109,话题,5,185,1
110,国家,8,176,1
110,建设,9,173,1
110,和,10,255,1
110,经济,7,206,1
110,发展,4,208,1
110,的,11,247,1
110,重点,6,212,1
110,在于,4,192,1
110,现有,9,210,1
110,企业,4,207,1
110,的,2,219,1
110,技术,3,228,1
110,改造,6,230,1
111,这些,6,200,1
111,深化,3,226,1
111,人事,1,234,1
111,制度,3,189,1
111,的,7,246,1
111,改革,4,223,1
111,举措,2,262,1
111,受到,4,179,1
111,公司,2,231,1
111,职工,3,241,1
111,的,3,254,1
111,欢迎,1,182,1
112,会议,3,211,1
112,确定,1,233,1
112,今年,10,183,1
112,工作,5,261,1
112,重点,9,225,1
112,是,9,219,1
112,建立,6,197,1
112,并,10,175,1
112,健全,12,191,1
112,有关,7,229,1
112,规章,6,179,1
112,制度,6,206,1
113,来自,8,219,1
113,英国,5,195,1
113,各地,2,248,1
113,的,7,198,1
113,中国,8,239,1
113,留学生,7,183,1
113,聚集,1,239,1
113,在,9,259,1
113,伦敦,1,224,1
114,去年,6,175,1
114,二月,7,244,1
114,董事长,6,259,1
114,带领,10,261,1
114,职工,2,224,1
114,对,5,252,1
114,企业,7,208,1
114,进行,8,243,1
114,了,9,254,1
114,深入,3,196,1
114,调查,1,187,1
